0.001206,1.000000
0.002413,1.000000
0.003619,1.000000
0.004826,1.000000
0.006033,1.000000
0.007240,1.000000
0.008448,1.000000
0.009655,1.000000
0.010863,1.000000
0.012071,1.000000
0.013279,1.000000
0.014487,1.000000
0.015696,1.000000
0.016904,1.000000
0.018112,1.000000
0.019321,1.000000
0.020529,1.000000
0.021738,1.000000
0.022947,1.000000
0.024155,1.000000
0.025364,1.000000
0.026573,1.000000
0.027781,1.000000
0.028990,1.000000
0.030199,1.000000
0.031408,1.000000
0.032616,1.000000
0.033825,1.000000
0.035034,1.000000
0.036243,1.000000
0.037452,1.000000
0.038661,1.000000
0.039869,1.000000
0.041078,1.000000
0.042287,1.000000
0.043496,1.000000
0.044705,1.000000
0.045914,1.000000
0.047123,1.000000
0.048332,1.000000
0.049541,1.000000
0.050750,1.000000
0.051959,1.000000
0.053168,1.000000
0.054378,1.000000
0.055587,1.000000
0.056796,1.000000
0.058005,1.000000
0.059214,1.000000
0.060423,1.000000
0.061632,1.000000
0.062842,1.000000
0.064051,1.000000
0.065260,1.000000
0.066469,1.000000
0.067679,1.000000
0.068888,1.000000
0.070097,1.000000
0.071306,1.000000
0.072516,1.000000
0.073725,1.000000
0.074934,1.000000
0.076144,1.000000
0.077353,1.000000
0.078562,1.000000
0.079772,1.000000
0.080981,1.000000
0.082190,1.000000
0.083400,1.000000
0.084609,1.000000
0.085818,1.000000
0.087028,1.000000
0.088237,1.000000
0.089446,1.000000
0.090656,1.000000
0.091865,1.000000
0.093075,1.000000
0.094284,1.000000
0.095494,1.000000
0.096703,1.000000
0.097912,1.000000
0.099122,1.000000
0.100331,1.000000
0.101541,1.000000
0.102750,1.000000
0.103960,1.000000
0.105169,1.000000
0.106379,1.000000
0.107588,1.000000
0.108798,1.000000
0.110007,1.000000
0.111217,1.000000
0.112426,1.000000
0.113636,1.000000
0.114845,1.000000
0.116055,1.000000
0.117264,1.000000
0.118474,1.000000
0.119683,1.000000
0.120893,1.000000
0.122102,1.000000
0.123312,1.000000
0.124521,1.000000
0.125731,1.000000
0.126940,1.000000
0.128150,1.000000
0.129359,1.000000
0.130569,1.000000
0.131779,1.000000
0.132988,1.000000
0.134198,1.000000
0.135407,1.000000
0.136617,1.000000
0.137826,1.000000
0.139036,1.000000
0.140246,1.000000
0.141455,1.000000
0.142665,1.000000
0.143874,1.000000
0.145084,1.000000
0.146294,1.000000
0.147503,1.000000
0.148713,1.000000
0.149922,1.000000
0.151132,1.000000
0.152342,1.000000
0.153551,1.000000
0.154761,1.000000
0.155971,1.000000
0.157180,1.000000
0.158390,1.000000
0.159599,1.000000
0.160809,1.000000
0.162019,1.000000
0.163228,1.000000
0.164438,1.000000
0.165648,1.000000
0.166857,1.000000
0.168067,1.000000
0.169277,1.000000
0.170486,1.000000
0.171696,1.000000
0.172906,1.000000
0.174115,1.000000
0.175325,1.000000
0.176535,1.000000
0.177744,1.000000
0.178954,1.000000
0.180164,1.000000
0.181373,1.000000
0.182583,1.000000
0.183793,1.000000
0.185002,1.000000
0.186212,1.000000
0.187422,1.000000
0.188631,1.000000
0.189841,1.000000
0.191051,1.000000
0.192260,1.000000
0.193470,1.000000
0.194680,1.000000
0.195890,1.000000
0.197099,1.000000
0.198309,1.000000
0.199519,1.000000
0.200728,1.000000
0.201938,1.000000
0.203148,1.000000
0.204358,1.000001
0.205567,1.000001
0.206777,1.000001
0.207987,1.000001
0.209196,1.000001
0.210406,1.000001
0.211616,1.000002
0.212826,1.000002
0.214035,1.000003
0.215245,1.000003
0.216455,1.000004
0.217665,1.000004
0.218874,1.000005
0.220084,1.000006
0.221294,1.000007
0.222504,1.000008
0.223713,1.000009
0.224923,1.000010
0.226133,1.000011
0.227343,1.000013
0.228552,1.000015
0.229762,1.000017
0.230972,1.000019
0.232182,1.000021
0.233391,1.000023
0.234601,1.000026
0.235811,1.000029
0.237021,1.000032
0.238230,1.000035
0.239440,1.000038
0.240650,1.000042
0.241860,1.000046
0.243069,1.000050
0.244279,1.000054
0.245489,1.000058
0.246699,1.000062
0.247908,1.000066
0.249118,1.000070
0.250328,1.000075
0.251538,1.000079
0.252748,1.000083
0.253957,1.000087
0.255167,1.000091
0.256377,1.000095
0.257587,1.000099
0.258796,1.000102
0.260006,1.000105
0.261216,1.000108
0.262426,1.000110
0.263636,1.000112
0.264845,1.000114
0.266055,1.000115
0.267265,1.000116
0.268475,1.000117
0.269685,1.000117
0.270894,1.000117
0.272104,1.000116
0.273314,1.000115
0.274524,1.000114
0.275734,1.000112
0.276943,1.000110
0.278153,1.000107
0.279363,1.000105
0.280573,1.000102
0.281783,1.000099
0.282992,1.000096
0.284202,1.000092
0.285412,1.000089
0.286622,1.000086
0.287832,1.000082
